year,country_iso_code,co2_including_luc,co2_including_luc_per_capita,co2_including_luc_growth_abs,cement_co2,cement_co2_per_capita,cumulative_cement_co2,coal_co2,coal_co2_per_capita,cumulative_coal_co2,flaring_co2,flaring_co2_per_capita,cumulative_flaring_co2,gas_co2,gas_co2_per_capita,cumulative_gas_co2,land_use_change_co2,land_use_change_co2_per_capita,cumulative_luc_co2,oil_co2,oil_co2_per_capita,cumulative_oil_co2,other_industry_co2,other_co2_per_capita,cumulative_other_co2
2005,ATG,0.337,4.22,0.007,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.459,-7.988,0.374,4.679,14.718,,,
2006,ATG,0.348,4.302,0.011,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.453,-8.024,0.385,4.755,15.103,,,
2007,ATG,0.407,4.958,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.024,0.407,4.958,15.51,,,
2008,ATG,0.418,5.016,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.024,0.418,5.016,15.927,,,
2009,ATG,0.443,5.244,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.024,0.443,5.244,16.371,,,
2010,ATG,0.418,4.873,-0.026,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.427,-8.061,0.454,5.301,16.825,,,
2011,ATG,0.407,4.688,-0.011,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.422,-8.097,0.443,5.111,17.268,,,
2012,ATG,0.458,5.223,0.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.097,0.458,5.223,17.726,,,
2013,ATG,0.462,5.216,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.097,0.462,5.216,18.188,,,
2014,ATG,0.462,5.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.097,0.462,5.173,18.65,,,
2015,ATG,0.48,5.336,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.097,0.48,5.336,19.13,,,
2016,ATG,0.491,5.421,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.097,0.491,5.421,19.621,,,
2017,ATG,0.491,5.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.097,0.491,5.387,20.112,,,
2018,ATG,0.498,5.437,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.097,0.498,5.437,20.61,,,
2019,ATG,0.498,5.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.097,0.498,5.409,21.108,,,
2020,ATG,0.425,4.591,-0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.097,0.425,4.591,21.534,,,
2021,ATG,0.469,5.027,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.097,0.469,5.027,22.002,,,
2000,ARG,186.29,5.025,-5.879,2.771,0.075,122.066,1.656,0.045,465.173,1.059,0.029,152.606,69.438,1.873,1138.292,43.931,1.185,10043.354,67.434,1.819,3101.329,,,
2001,ARG,176.323,4.704,-9.967,2.481,0.066,124.547,1.29,0.034,466.463,1.088,0.029,153.695,64.809,1.729,1203.101,42.319,1.129,10085.673,64.336,1.717,3165.665,,,
2002,ARG,223.357,5.896,47.034,1.729,0.046,126.276,1.099,0.029,467.562,1.447,0.038,155.142,62.62,1.653,1265.721,98.965,2.612,10184.638,57.497,1.518,3223.162,,,
2003,ARG,356.889,9.324,133.532,2.28,0.06,128.556,1.99,0.052,469.551,1.935,0.051,157.077,69.07,1.804,1334.791,222.258,5.806,10406.896,59.357,1.551,3282.519,,,
2004,ARG,448.405,11.596,91.515,2.701,0.07,131.257,2.198,0.057,471.75,1.422,0.037,158.498,82.911,2.144,1417.701,291.361,7.535,10698.258,67.812,1.754,3350.331,,,
2005,ARG,485.259,12.42,36.854,3.241,0.083,134.498,3.268,0.084,475.018,1.158,0.03,159.656,81.967,2.098,1499.669,323.824,8.288,11022.081,71.8,1.838,3422.13,,,
2006,ARG,504.039,12.768,18.781,3.764,0.095,138.262,3.866,0.098,478.884,1.198,0.03,160.854,83.869,2.125,1583.538,329.43,8.345,11351.512,81.912,2.075,3504.043,,,
2007,ARG,352.719,8.845,-151.32,3.998,0.1,142.26,3.66,0.092,482.544,1.458,0.037,162.312,87.178,2.186,1670.715,178.473,4.476,11529.985,77.952,1.955,3581.994,,,
2008,ARG,293.959,7.299,-58.76,3.99,0.099,146.25,3.877,0.096,486.42,1.462,0.036,163.774,90.12,2.238,1760.835,105.853,2.628,11635.838,88.658,2.201,3670.652,,,
2009,ARG,543.371,13.356,249.412,3.81,0.094,150.06,3.232,0.079,489.652,1.532,0.038,165.306,87.995,2.163,1848.83,364.421,8.957,12000.259,82.381,2.025,3753.034,,,
2010,ARG,468.312,11.394,-75.059,4.178,0.102,154.238,3.99,0.097,493.642,1.491,0.036,166.797,86.928,2.115,1935.758,281.578,6.851,12281.838,90.145,2.193,3843.179,,,
2011,ARG,451.26,10.868,-17.051,4.586,0.11,158.824,4.723,0.114,498.365,1.469,0.035,168.266,92.587,2.23,2028.345,260.987,6.286,12542.824,86.908,2.093,3930.087,,,
2012,ARG,368.52,8.784,-82.741,4.184,0.1,163.008,5.009,0.119,503.374,1.131,0.027,169.397,95.381,2.274,2123.727,177.228,4.224,12720.052,85.587,2.04,4015.675,,,
2013,ARG,308.618,7.281,-59.902,4.581,0.108,167.589,4.84,0.114,508.214,1.291,0.03,170.689,91.338,2.155,2215.065,119.08,2.809,12839.132,87.487,2.064,4103.162,,,
2014,ARG,283.477,6.62,-25.14,4.336,0.101,171.925,5.536,0.129,513.75,1.388,0.032,172.077,92.844,2.168,2307.909,95.081,2.22,12934.213,84.292,1.968,4187.454,,,
2015,ARG,282.318,6.527,-1.159,4.571,0.106,176.496,5.467,0.126,519.217,1.218,0.028,173.294,93.535,2.162,2401.443,90.574,2.094,13024.787,86.954,2.01,4274.408,,,
2016,ARG,265.216,6.073,-17.102,4.029,0.092,180.525,4.192,0.096,523.409,0.841,0.019,174.136,96.303,2.205,2497.746,75.295,1.724,13100.082,84.556,1.936,4358.964,,,
2017,ARG,248.601,5.643,-16.615,4.362,0.099,184.887,4.279,0.097,527.688,0.96,0.022,175.095,96.442,2.189,2594.188,61.702,1.401,13161.784,80.856,1.835,4439.819,,,
2018,ARG,233.104,5.248,-15.496,4.369,0.098,189.256,4.356,0.098,532.045,1.359,0.031,176.454,96.123,2.164,2690.311,52.505,1.182,13214.289,74.392,1.675,4514.211,,,
2019,ARG,222.846,4.98,-10.258,4.141,0.093,193.397,2.143,0.048,534.188,1.771,0.04,178.225,95.608,2.137,2785.919,44.334,0.991,13258.624,74.848,1.673,4589.06,,,
2020,ARG,206.342,4.582,-16.504,3.508,0.078,196.906,2.642,0.059,536.831,1.987,0.044,180.211,90.213,2.003,2876.132,37.08,0.823,13295.703,70.913,1.575,4659.973,,,
2021,ARG,218.069,4.816,11.726,4.671,0.103,201.576,4.816,0.106,541.647,2.325,0.051,182.536,94.328,2.083,2970.459,31.62,0.698,13327.324,80.309,1.774,4740.281,,,
2000,ARM,5.104,1.611,0.405,0.139,0.044,9.349,0,0,43.7,0,0,2.157,2.565,0.809,83.598,1.612,0.509,204.708,0.788,0.249,139.247,,,
2001,ARM,6.391,2.04,1.287,0.144,0.046,9.492,0,0,43.7,0,0,2.157,2.612,0.834,86.21,2.858,0.912,207.566,0.777,0.248,140.024,,,
2002,ARM,6.448,2.077,0.057,0.211,0.068,9.704,0.048,0.015,43.748,0,0,2.157,2.002,0.645,88.212,3.371,1.086,210.936,0.816,0.263,140.84,,,
2003,ARM,6.717,2.178,0.269,0.22,0.071,9.924,0.073,0.024,43.821,0,0,2.157,2.228,0.722,90.44,3.261,1.057,214.197,0.934,0.303,141.774,,,
2004,ARM,8.601,2.806,1.884,0.298,0.097,10.222,0,0,43.821,0,0,2.157,2.473,0.807,92.913,4.91,1.601,219.107,0.92,0.3,142.694,,,
2005,ARM,12.584,4.129,3.983,0.331,0.109,10.553,0,0,43.821,0,0,2.157,3.063,1.005,95.976,8.207,2.693,227.315,0.982,0.322,143.676,,,
2006,ARM,8.652,2.859,-3.932,0.338,0.112,10.892,0.004,0.001,43.825,0,0,2.157,3.14,1.038,99.116,4.25,1.404,231.565,0.92,0.304,144.596,,,
2007,ARM,8.325,2.771,-0.327,0.407,0.135,11.298,0.007,0.002,43.832,0,0,2.157,3.762,1.252,102.878,3.224,1.073,234.789,0.924,0.308,145.52,,,
2008,ARM,8.286,2.777,-0.038,0.412,0.138,11.711,0.007,0.002,43.84,0,0,2.157,4.122,1.382,107,2.711,0.909,237.5,1.033,0.346,146.553,,,
2009,ARM,6.708,2.263,-1.578,0.241,0.081,11.952,0,0,43.84,0,0,2.157,3.169,1.069,110.169,2.345,0.791,239.845,0.953,0.321,147.506,,,
2010,ARM,6.231,2.115,-0.477,0.288,0.098,12.24,0.004,0.001,43.843,0,0,2.157,2.953,1.002,113.122,1.979,0.672,241.824,1.008,0.342,148.513,,,
2011,ARM,6.654,2.272,0.423,0.264,0.09,12.505,0.007,0.003,43.851,0,0,2.157,3.756,1.282,116.878,1.685,0.575,243.509,0.942,0.321,149.455,,,
2012,ARM,7.324,2.513,0.669,0.278,0.095,12.782,0.007,0.003,43.858,0,0,2.157,4.565,1.566,121.443,1.576,0.541,245.085,0.898,0.308,150.353,,,
2013,ARM,6.817,2.35,-0.506,0.259,0.089,13.041,0.004,0.001,43.862,0,0,2.157,4.419,1.523,125.862,1.282,0.442,246.367,0.854,0.294,151.206,,,
2014,ARM,6.703,2.32,-0.114,0.244,0.084,13.285,0.004,0.001,43.865,0,0,2.157,4.493,1.555,130.355,1.099,0.38,247.467,0.864,0.299,152.07,,,
2015,ARM,6.532,2.269,-0.171,0.241,0.084,13.526,0.004,0.001,43.869,0,0,2.157,4.427,1.538,134.782,1.063,0.369,248.529,0.798,0.277,152.869,,,
2016,ARM,6.229,2.174,-0.303,0.154,0.054,13.68,0.004,0.001,43.873,0,0,2.157,4.239,1.479,139.02,1.026,0.358,249.555,0.807,0.281,153.675,,,
2017,ARM,6.383,2.238,0.154,0.205,0.072,13.885,0.004,0.001,43.876,0,0,2.157,4.462,1.565,143.482,0.843,0.295,250.398,0.869,0.305,154.544,,,
2018,ARM,6.559,2.312,0.176,0.315,0.111,14.2,0.004,0.001,43.88,0,0,2.157,4.679,1.65,148.161,0.733,0.258,251.131,0.828,0.292,155.372,,,
2019,ARM,6.907,2.449,0.348,0.341,0.121,14.541,0.011,0.004,43.891,0,0,2.157,4.888,1.733,153.049,0.623,0.221,251.753,1.044,0.37,156.417,,,
2020,ARM,6.98,2.488,0.073,0.341,0.122,14.882,0.011,0.004,43.902,0,0,2.157,5.159,1.839,158.208,0.55,0.196,252.303,0.92,0.328,157.336,,,
2021,ARM,7.282,2.609,0.302,0.341,0.122,15.224,0.012,0.004,43.914,0,0,2.157,5.461,1.957,163.669,0.476,0.171,252.779,0.992,0.355,158.328,,,
2000,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.378,26.683,39.127,,,
2001,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.407,26.54,41.535,,,
2002,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.437,26.543,43.971,,,
2003,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.561,27.624,46.532,,,
2004,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.616,27.963,49.148,,,
2005,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.719,28.771,51.867,,,
2006,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.715,28.394,54.582,,,
2007,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.821,29.146,57.403,,,
2008,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.656,27.104,60.06,,,
2009,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.627,26.477,62.687,,,
2010,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.506,24.973,65.193,,,
2011,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,2.499,24.667,67.692,,,
2012,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.348,13.203,69.04,,,
2013,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.861,8.368,69.901,,,
2014,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.872,8.417,70.773,,,
2015,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.898,8.609,71.671,,,
2016,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.883,8.419,72.554,,,
2017,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.89,8.443,73.444,,,
2018,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.872,8.228,74.316,,,
2019,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.912,8.57,75.229,,,
2020,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.779,7.307,76.008,,,
2021,ABW,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.858,8.054,76.866,,,
2000,AUS,551.962,29.023,58.102,3.621,0.19,123.171,185.781,9.769,6447.391,7.953,0.418,80.648,46.594,2.45,770.059,202.326,10.639,11158.529,102.337,5.381,3197.148,3.349,0.176,32.092
2001,AUS,466.942,24.259,-85.019,3.541,0.184,126.711,190.067,9.875,6637.458,8.172,0.425,88.82,49.311,2.562,819.369,109.81,5.705,11268.339,102.583,5.329,3299.73,3.459,0.18,35.551
2002,AUS,427.273,21.939,-39.669,3.488,0.179,130.199,191.131,9.814,6828.588,8.007,0.411,96.828,50.573,2.597,869.943,65.732,3.375,11334.071,104.516,5.366,3404.247,3.825,0.196,39.376
2003,AUS,591.831,30.044,164.558,3.584,0.182,133.783,195.37,9.918,7023.959,7.158,0.363,103.986,49.701,2.523,919.644,222.551,11.298,11556.622,109.571,5.562,3513.817,3.895,0.198,43.271
2004,AUS,568.183,28.516,-23.648,3.555,0.178,137.338,202.21,10.149,7226.169,6.858,0.344,110.844,52.518,2.636,972.162,185.362,9.303,11741.983,113.766,5.71,3627.583,3.914,0.196,47.186
2005,AUS,459.14,22.762,-109.042,3.664,0.182,141.002,200.7,9.95,7426.868,6.914,0.343,117.758,54.477,2.701,1026.639,72.987,3.618,11814.972,116.508,5.776,3744.091,3.891,0.193,51.076
2006,AUS,418.655,20.455,-40.485,3.888,0.19,144.89,204.385,9.986,7631.253,7.046,0.344,124.804,55.811,2.727,1082.45,26.271,1.284,11841.242,117.4,5.736,3861.491,3.854,0.188,54.93
2007,AUS,478.144,22.954,59.489,3.972,0.191,148.862,203.543,9.771,7834.796,7.504,0.36,132.309,61.049,2.931,1143.498,78.52,3.769,11919.762,119.474,5.735,3980.965,4.083,0.196,59.014
2008,AUS,668.847,31.478,190.703,3.863,0.182,152.724,204.671,9.633,8039.468,7.483,0.352,139.791,61.787,2.908,1205.285,264.614,12.454,12184.375,122.328,5.757,4103.293,4.101,0.193,63.115
2009,AUS,512.771,23.673,-156.076,3.829,0.177,156.553,206.05,9.513,8245.519,7.966,0.368,147.757,63.114,2.914,1268.399,105.706,4.88,12290.082,122.367,5.649,4225.661,3.739,0.173,66.853
2010,AUS,927.407,42.118,414.635,3.549,0.161,160.102,200.536,9.107,8446.055,8.19,0.372,155.947,64.264,2.919,1332.663,522.303,23.72,12812.385,124.557,5.657,4350.217,4.008,0.182,70.861
2011,AUS,672.363,30.074,-255.043,3.496,0.156,163.598,192.125,8.593,8638.18,7.874,0.352,163.821,66.48,2.974,1399.142,268.535,12.011,13080.92,129.808,5.806,4480.025,4.047,0.181,74.908
2012,AUS,564.546,24.838,-107.818,3.518,0.155,167.116,189.138,8.321,8827.317,8.287,0.365,172.108,67.706,2.979,1466.848,158.395,6.969,13239.314,133.684,5.882,4613.709,3.818,0.168,78.726
2013,AUS,555.073,24.017,-9.473,3.294,0.143,170.41,176.347,7.63,9003.664,8.846,0.383,180.955,69.648,3.014,1536.495,157.186,6.801,13396.5,136.181,5.892,4749.891,3.571,0.155,82.297
2014,AUS,475.733,20.27,-79.34,3.138,0.134,173.548,168.13,7.164,9171.795,9.273,0.395,190.227,71.808,3.06,1608.303,81.78,3.485,13478.28,137.599,5.863,4887.489,4.006,0.171,86.303
2015,AUS,437.7,18.375,-38.033,3.076,0.129,176.624,174.189,7.313,9345.983,10.828,0.455,201.055,72.044,3.024,1680.348,35.907,1.507,13514.188,137.629,5.778,5025.118,4.027,0.169,90.33
2016,AUS,500.519,20.686,62.819,2.931,0.121,179.555,179.55,7.421,9525.532,12.44,0.514,213.495,75.055,3.102,1755.402,89.255,3.689,13603.442,137.375,5.678,5162.494,3.914,0.162,94.244
2017,AUS,470.308,19.126,-30.212,3.019,0.123,182.574,176.906,7.194,9702.438,14.861,0.604,228.357,76.212,3.099,1831.614,55.949,2.275,13659.392,139.461,5.671,5301.954,3.899,0.159,98.143
2018,AUS,452.96,18.133,-17.347,2.942,0.118,185.516,169.37,6.78,9871.81,16.926,0.678,245.282,79.435,3.18,1911.049,36.677,1.468,13696.068,143.712,5.753,5445.667,3.899,0.156,102.042
2019,AUS,440.392,17.368,-12.568,3.04,0.12,188.555,164.471,6.486,10036.28,20.199,0.797,265.482,81.694,3.222,1992.743,24.036,0.948,13720.104,143.085,5.643,5588.751,3.868,0.153,105.91
2020,AUS,414.908,16.163,-25.485,2.82,0.11,191.375,156.143,6.083,10192.424,17.273,0.673,282.754,84.472,3.291,2077.214,14.986,0.584,13735.09,135.476,5.278,5724.228,3.738,0.146,109.648
2021,AUS,399.138,15.398,-15.77,2.82,0.109,194.196,150.958,5.824,10343.382,17.273,0.666,300.027,77.242,2.98,2154.456,7.951,0.307,13743.041,139.156,5.368,5863.383,3.738,0.144,113.386
2000,AUT,64.281,8.025,-0.857,1.712,0.214,102.269,15.753,1.967,2426.224,0.165,0.021,1.37,15.266,1.906,381.263,-1.869,-0.233,246.697,32.163,4.015,1175.677,1.092,0.136,11.488
2001,AUT,67.988,8.457,3.707,1.72,0.214,103.989,16.564,2.06,2442.788,0.183,0.023,1.553,16.158,2.01,397.42,-2.162,-0.269,244.535,34.411,4.28,1210.087,1.114,0.139,12.603
2002,AUT,69.828,8.643,1.841,1.736,0.215,105.725,16.737,2.072,2459.525,0.167,0.021,1.72,16.07,1.989,413.491,-2.125,-0.263,242.41,36.057,4.463,1246.145,1.187,0.147,13.79
2003,AUT,76.508,9.422,6.68,1.754,0.216,107.479,18.023,2.22,2477.547,0.184,0.023,1.904,17.268,2.127,430.759,-0.953,-0.117,241.458,39.082,4.813,1285.226,1.15,0.142,14.939
2004,AUT,76.139,9.318,-0.369,1.79,0.219,109.269,17.766,2.174,2495.313,0.165,0.02,2.069,17.662,2.162,448.421,-1.539,-0.188,239.919,39.1,4.785,1324.326,1.195,0.146,16.134
2005,AUT,77.246,9.389,1.107,1.797,0.218,111.067,17.862,2.171,2513.175,0.16,0.019,2.229,18.701,2.273,467.122,-1.832,-0.223,238.087,39.393,4.788,1363.719,1.165,0.142,17.299
2006,AUT,75.561,9.139,-1.685,1.954,0.236,113.021,17.865,2.161,2531.04,0.18,0.022,2.41,17.497,2.116,484.619,-1.246,-0.151,236.841,38.132,4.612,1401.852,1.177,0.142,18.477
2007,AUT,73.374,8.846,-2.187,2.131,0.257,115.152,17.455,2.104,2548.495,0.185,0.022,2.595,16.495,1.989,501.114,-0.733,-0.088,236.108,36.624,4.415,1438.475,1.217,0.147,19.694
2008,AUT,73.152,8.791,-0.222,2.133,0.256,117.285,17.028,2.046,2565.524,0.162,0.02,2.757,17.436,2.095,518.55,-0.33,-0.04,235.778,35.481,4.264,1473.956,1.242,0.149,20.935
2009,AUT,66.236,7.939,-6.916,1.799,0.216,119.083,12.833,1.538,2578.357,0.205,0.025,2.962,17.036,2.042,535.586,-1.063,-0.127,234.716,34.416,4.125,1508.372,1.011,0.121,21.946
2010,AUT,70.687,8.453,4.451,1.622,0.194,120.705,15.501,1.854,2593.858,0.184,0.022,3.145,18.779,2.246,554.366,-1.319,-0.158,233.397,34.798,4.161,1543.17,1.122,0.134,23.068
2011,AUT,68.684,8.185,-2.003,1.666,0.199,122.371,15.819,1.885,2609.677,0.18,0.021,3.325,17.731,2.113,572.097,-1.209,-0.144,232.188,33.285,3.967,1576.455,1.212,0.144,24.281
2012,AUT,65.764,7.801,-2.92,1.673,0.198,124.044,14.687,1.742,2624.364,0.184,0.022,3.509,16.946,2.01,589.043,-1.502,-0.178,230.685,32.642,3.872,1609.097,1.134,0.135,25.415
2013,AUT,66.587,7.853,0.823,1.656,0.195,125.7,14.96,1.764,2639.324,0.191,0.023,3.7,16.332,1.926,605.375,-1.172,-0.138,229.513,33.461,3.946,1642.558,1.159,0.137,26.574
2014,AUT,62.841,7.353,-3.746,1.639,0.192,127.339,13.802,1.615,2653.127,0.169,0.02,3.868,14.947,1.749,620.322,-1.319,-0.154,228.194,32.424,3.794,1674.982,1.18,0.138,27.753
2015,AUT,64.48,7.461,1.639,1.701,0.197,129.04,14.373,1.663,2667.5,0.162,0.019,4.03,15.967,1.848,636.289,-1.869,-0.216,226.325,32.999,3.818,1707.981,1.147,0.133,28.9
2016,AUT,64.939,7.433,0.459,1.729,0.198,130.769,13.335,1.526,2680.834,0.131,0.015,4.161,16.737,1.916,653.026,-2.272,-0.26,224.054,34.11,3.904,1742.09,1.169,0.134,30.069
2017,AUT,67.358,7.656,2.419,1.71,0.194,132.48,14.023,1.594,2694.857,0.138,0.016,4.299,17.975,2.043,671.001,-2.235,-0.254,221.819,34.546,3.927,1776.637,1.2,0.136,31.269
2018,AUT,64.469,7.292,-2.889,1.827,0.207,134.306,12.295,1.391,2707.153,0.127,0.014,4.427,17.019,1.925,688.02,-2.088,-0.236,219.73,34.085,3.856,1810.722,1.203,0.136,32.472
2019,AUT,65.811,7.411,1.342,1.771,0.199,136.077,13.005,1.465,2720.158,0.118,0.013,4.545,17.793,2.004,705.813,-2.125,-0.239,217.605,34.087,3.839,1844.809,1.162,0.131,33.634
2020,AUT,59.876,6.722,-5.935,1.821,0.204,137.898,11.393,1.279,2731.551,0.109,0.012,4.654,16.877,1.895,722.69,-2.162,-0.243,215.443,30.713,3.448,1875.522,1.124,0.126,34.758
2021,AUT,62.391,6.993,2.515,1.821,0.204,139.719,12.269,1.375,2743.821,0.109,0.012,4.763,17.839,1.999,740.529,-2.235,-0.251,213.208,31.463,3.526,1906.985,1.124,0.126,35.882
2000,AZE,32.657,3.987,0.057,0.121,0.015,15.894,0,0,24.112,0,0,6.335,11.421,1.394,641.048,3.151,0.385,764.677,17.965,2.193,1134.185,,,
2001,AZE,31.576,3.813,-1.081,0.304,0.037,16.198,0,0,24.112,0.634,0.077,6.969,16.576,2.001,657.624,2.785,0.336,767.461,11.278,1.362,1145.463,,,
2002,AZE,32.242,3.851,0.666,0.472,0.056,16.669,0,0,24.112,1.261,0.151,8.23,16.622,1.985,674.246,2.601,0.311,770.063,11.287,1.348,1156.749,,,
2003,AZE,32.895,3.887,0.653,0.539,0.064,17.208,0,0,24.112,0.333,0.039,8.563,17.054,2.015,691.3,2.272,0.268,772.335,12.697,1.5,1169.446,,,
2004,AZE,34.459,4.027,1.563,0.724,0.085,17.932,0,0,24.112,0,0,8.563,18.622,2.176,709.922,2.382,0.278,774.716,12.731,1.488,1182.177,,,
2005,AZE,36.631,4.232,2.173,0.743,0.086,18.675,0,0,24.112,0.374,0.043,8.937,18.533,2.141,728.455,2.345,0.271,777.061,14.638,1.691,1196.815,,,
2006,AZE,41.747,4.764,5.115,0.783,0.089,19.458,0,0,24.112,4.884,0.557,13.82,20.465,2.335,748.92,2.638,0.301,779.699,12.977,1.481,1209.792,,,
2007,AZE,33.097,3.728,-8.65,0.817,0.092,20.275,0.022,0.002,24.134,0.586,0.066,14.407,17.578,1.98,766.498,2.638,0.297,782.337,11.456,1.29,1221.248,,,
2008,AZE,38.234,4.248,5.137,0.77,0.086,21.045,0.015,0.002,24.148,3.32,0.369,17.726,20.738,2.304,787.236,2.785,0.309,785.122,10.607,1.179,1231.855,,,
2009,AZE,34.604,3.794,-3.63,0.621,0.068,21.666,0.015,0.002,24.163,3.191,0.35,20.918,18.789,2.06,806.025,2.748,0.301,787.87,9.241,1.013,1241.096,,,
2010,AZE,33.527,3.63,-1.077,0.617,0.067,22.283,0.022,0.002,24.185,3.331,0.361,24.248,17.968,1.945,823.993,2.895,0.313,790.764,8.695,0.941,1249.79,,,
2011,AZE,35.87,3.833,2.343,0.465,0.05,22.748,0.018,0.002,24.203,3.203,0.342,27.451,19.026,2.033,843.019,2.895,0.309,793.659,10.264,1.097,1260.054,,,
2012,AZE,36.95,3.895,1.08,0.658,0.069,23.406,0.015,0.002,24.218,0.627,0.066,28.078,19.833,2.091,862.852,4.177,0.44,797.836,11.641,1.227,1271.695,,,
2013,AZE,36.853,3.833,-0.097,0.722,0.075,24.128,0.011,0.001,24.229,0.821,0.085,28.899,19.936,2.074,882.788,3.298,0.343,801.134,12.066,1.255,1283.76,,,
2014,AZE,37.683,3.868,0.83,0.925,0.095,25.053,0.007,0.001,24.236,0.583,0.06,29.482,21.2,2.176,903.988,3.334,0.342,804.468,11.633,1.194,1295.394,,,
2015,AZE,40.655,4.122,2.973,0.843,0.086,25.896,0.011,0.001,24.247,0.362,0.037,29.844,21.935,2.224,925.923,5.972,0.605,810.44,11.532,1.169,1306.925,,,
2016,AZE,44.18,4.429,3.525,0.726,0.073,26.622,0.004,0,24.251,0.351,0.035,30.195,21.508,2.156,947.43,9.453,0.948,819.893,12.139,1.217,1319.064,,,
2017,AZE,42.448,4.215,-1.732,0.929,0.092,27.551,0.004,0,24.254,0.284,0.028,30.48,20.892,2.074,968.322,7.841,0.779,827.734,12.498,1.241,1331.562,,,
2018,AZE,42.087,4.145,-0.361,1.083,0.107,28.634,0.004,0,24.258,0.37,0.036,30.85,21.284,2.096,989.607,7.511,0.74,835.245,11.835,1.166,1343.397,,,
2019,AZE,45.212,4.418,3.125,1.096,0.107,29.73,0.004,0,24.262,0.419,0.041,31.269,24.122,2.357,1013.728,7.475,0.73,842.72,12.097,1.182,1355.494,,,
2020,AZE,45.056,4.381,-0.157,1.096,0.107,30.827,0.004,0,24.265,0.254,0.025,31.523,25.306,2.46,1039.034,7.548,0.734,850.268,10.848,1.055,1366.342,,,
2021,AZE,46.077,4.468,1.021,1.096,0.106,31.923,0.004,0,24.269,0.253,0.025,31.776,26.029,2.524,1065.063,7.584,0.735,857.852,11.111,1.077,1377.453,,,
2000,BHS,1.99,6.121,-0.154,0,0,4.262,0.004,0.011,0.176,0,0,0,0,0,0,-0.037,-0.113,7.731,2.023,6.223,122.136,,,
2001,BHS,1.872,5.68,-0.117,0,0,4.262,0.004,0.011,0.18,0,0,0,0,0,0,-0.073,-0.222,7.658,1.942,5.891,124.078,,,
2002,BHS,1.964,5.88,0.092,0,0,4.262,0.004,0.011,0.183,0,0,0,0,0,0,-0.073,-0.219,7.584,2.034,6.088,126.111,,,
2003,BHS,1.997,5.899,0.033,0,0,4.262,0.007,0.022,0.191,0,0,0,0,0,0,-0.073,-0.216,7.511,2.063,6.094,128.174,,,
2004,BHS,1.975,5.756,-0.022,0,0,4.262,0.007,0.021,0.198,0,0,0,0,0,0,-0.073,-0.214,7.438,2.041,5.948,130.215,,,
2005,BHS,1.832,5.267,-0.143,0,0,4.262,0.007,0.021,0.205,0,0,0,0,0,0,-0.073,-0.211,7.365,1.898,5.457,132.113,,,
