year,country_iso_code,co2_including_luc,co2_including_luc_per_capita,co2_including_luc_growth_abs,cement_co2,cement_co2_per_capita,cumulative_cement_co2,coal_co2,coal_co2_per_capita,cumulative_coal_co2,flaring_co2,flaring_co2_per_capita,cumulative_flaring_co2,gas_co2,gas_co2_per_capita,cumulative_gas_co2,land_use_change_co2,land_use_change_co2_per_capita,cumulative_luc_co2,oil_co2,oil_co2_per_capita,cumulative_oil_co2,other_industry_co2,other_co2_per_capita,cumulative_other_co2
2021,PRI,,,,,,,,,,,,,,,,-1.136,-0.349,309.132,,,,,,
2000,QAT,34.048,52.711,3.293,0.468,0.724,5.224,0,0,0,0,0,113.501,24.286,37.598,373.137,0.037,0.057,0.66,9.258,14.332,102.735,,,
2001,QAT,41.214,60.712,7.165,0.47,0.692,5.694,0,0,0,0.575,0.847,114.076,24.61,36.253,397.746,0,0,0.66,15.559,22.92,118.293,,,
2002,QAT,40.703,57.071,-0.511,0.498,0.698,6.191,0,0,0,0.575,0.807,114.652,24.992,35.043,422.739,0,0,0.66,14.638,20.524,132.931,,,
2003,QAT,41.3,55.175,0.598,0.509,0.68,6.7,0,0,0,0.575,0.768,115.227,26.791,35.791,449.53,0,0,0.66,13.425,17.935,146.356,,,
2004,QAT,42.711,54.902,1.411,0.498,0.641,7.199,0,0,0,0.575,0.739,115.802,32.837,42.209,482.367,0,0,0.66,8.801,11.313,155.157,,,
2005,QAT,50.727,59.769,8.015,0.523,0.616,7.722,0,0,0,7.5,8.837,123.302,31.815,37.485,514.181,0.037,0.043,0.696,10.853,12.787,166.01,,,
2006,QAT,63.197,62.259,12.47,0.553,0.545,8.275,0,0,0,7.885,7.768,131.187,36.087,35.551,550.268,0,0,0.696,18.672,18.395,184.682,,,
2007,QAT,62.937,51.089,-0.26,0.869,0.705,9.144,0,0,0,8.079,6.558,139.266,41.467,33.661,591.734,0.037,0.03,0.733,12.486,10.136,197.168,,,
2008,QAT,64.257,44.49,1.319,1.36,0.942,10.504,0,0,0,6.918,4.79,146.184,41.564,28.779,633.299,0,0,0.733,14.414,9.98,211.582,,,
2009,QAT,68.633,42.622,4.377,1.472,0.914,11.977,0,0,0,7.628,4.737,153.812,44.73,27.778,678.029,0.037,0.023,0.769,14.766,9.17,226.348,,,
2010,QAT,71.92,41.972,3.287,1.355,0.791,13.332,0,0,0,1.968,1.148,155.78,53.395,31.161,731.424,0,0,0.769,15.202,8.872,241.55,,,
2011,QAT,79.684,44.167,7.764,1.769,0.981,15.101,0,0,0,1.074,0.595,156.853,66.681,36.959,798.106,0.037,0.02,0.806,10.124,5.611,251.673,,,
2012,QAT,93.896,49.272,14.212,1.913,1.004,17.014,0,0,0,2.871,1.507,159.724,81.667,42.855,879.773,0.073,0.038,0.879,7.372,3.868,259.045,,,
2013,QAT,84.026,41.28,-9.87,1.858,0.913,18.872,0,0,0,2.718,1.335,162.443,69.088,33.941,948.86,0.037,0.018,0.916,10.326,5.073,269.371,,,
2014,QAT,91.549,41.341,7.523,2.124,0.959,20.995,0,0,0,2.361,1.066,164.804,82.502,37.256,1031.363,0,0,0.916,4.562,2.06,273.933,,,
2015,QAT,91.327,37.823,-0.221,2.403,0.995,23.398,0,0,0,2.088,0.865,166.891,83.701,34.665,1115.063,0,0,0.916,3.136,1.299,277.069,,,
2016,QAT,87.545,33.734,-3.783,2.34,0.902,25.738,0,0,0,1.827,0.704,168.718,80.791,31.131,1195.854,0,0,0.916,2.587,0.997,279.656,,,
2017,QAT,100.18,36.943,12.635,2.096,0.773,27.834,0,0,0,1.945,0.717,170.663,87.083,32.113,1282.937,0,0,0.916,9.057,3.34,288.713,,,
2018,QAT,95.232,34.42,-4.948,1.676,0.606,29.51,0,0,0,1.875,0.678,172.537,87.145,31.497,1370.082,0,0,0.916,4.536,1.639,293.249,,,
2019,QAT,101.152,36.033,5.92,1.572,0.56,31.082,0,0,0,1.733,0.618,174.271,87.43,31.145,1457.512,0,0,0.916,10.417,3.711,303.665,,,
2020,QAT,92.861,33.64,-8.292,1.572,0.569,32.654,0,0,0,1.894,0.686,176.165,81.254,29.436,1538.766,0,0,0.916,8.141,2.949,311.806,,,
2021,QAT,95.667,35.587,2.806,1.572,0.585,34.225,0,0,0,1.891,0.704,178.056,83.531,31.073,1622.297,0,0,0.916,8.673,3.226,320.479,,,
2000,REU,3.233,4.116,0.132,0,0,0,1.078,1.372,4.807,0,0,0,0,0,0,0,0,47.705,2.155,2.744,36.91,,,
2001,REU,3.339,4.198,0.106,0,0,0,1.114,1.401,5.922,0,0,0,0,0,0,0,0,47.705,2.225,2.797,39.135,,,
2002,REU,3.281,4.075,-0.058,0,0,0,1.091,1.354,7.012,0,0,0,0,0,0,-0.073,-0.091,47.632,2.264,2.811,41.399,,,
2003,REU,3.012,3.695,-0.27,0,0,0,1.072,1.315,8.084,0,0,0,0,0,0,-0.147,-0.18,47.485,2.086,2.56,43.485,,,
2004,REU,3.255,3.948,0.243,0,0,0,0.946,1.147,9.03,0,0,0,0,0,0,-0.037,-0.044,47.449,2.346,2.845,45.83,,,
2005,REU,3.705,4.445,0.45,0,0,0,1.481,1.777,10.512,0,0,0,0,0,0,0,0,47.449,2.224,2.668,48.054,,,
2006,REU,4.363,5.161,0.658,0,0,0,1.645,1.946,12.156,0,0,0,0,0,0,0.44,0.52,47.888,2.279,2.695,50.333,,,
2007,REU,4.265,4.956,-0.098,0,0,0,1.971,2.29,14.127,0,0,0,0,0,0,0.147,0.17,48.035,2.148,2.496,52.481,,,
2008,REU,4.358,4.986,0.093,0,0,0,2.058,2.355,16.185,0,0,0,0,0,0,0.073,0.084,48.108,2.226,2.547,54.707,,,
2009,REU,4.537,5.137,0.179,0,0,0,1.924,2.178,18.109,0,0,0,0,0,0,0.183,0.207,48.292,2.43,2.752,57.137,,,
2010,REU,4.709,5.29,0.172,0,0,0,2.06,2.314,20.169,0,0,0,0,0,0,0.22,0.247,48.511,2.429,2.728,59.565,,,
2011,REU,4.594,5.123,-0.115,0,0,0,2.058,2.295,22.227,0,0,0,0,0,0,0.11,0.123,48.621,2.426,2.706,61.991,,,
2012,REU,4.771,5.289,0.178,0,0,0,2.038,2.26,24.265,0,0,0,0,0,0,0.33,0.366,48.951,2.403,2.664,64.395,,,
2013,REU,5.022,5.538,0.251,0,0,0,2.002,2.208,26.267,0,0,0,0,0,0,0.66,0.727,49.611,2.36,2.603,66.755,,,
2014,REU,4.527,4.949,-0.495,0,0,0,1.994,2.179,28.261,0,0,0,0,0,0,0.183,0.2,49.794,2.35,2.569,69.105,,,
2015,REU,4.595,4.981,0.067,0,0,0,2.025,2.195,30.286,0,0,0,0,0,0,0.183,0.199,49.977,2.387,2.587,71.492,,,
2016,REU,4.585,4.948,-0.009,0,0,0,2.071,2.235,32.356,0,0,0,0,0,0,0.073,0.079,50.05,2.441,2.635,73.933,,,
2017,REU,4.525,4.852,-0.06,0,0,0,2.043,2.191,34.4,0,0,0,0,0,0,0.073,0.079,50.124,2.409,2.583,76.342,,,
2018,REU,4.5,4.781,-0.026,0,0,0,2.031,2.158,36.431,0,0,0,0,0,0,0.073,0.078,50.197,2.395,2.545,78.737,,,
2019,REU,4.608,4.853,0.108,0,0,0,2.081,2.192,38.512,0,0,0,0,0,0,0.073,0.077,50.27,2.453,2.584,81.191,,,
2020,REU,4.176,4.36,-0.432,0,0,0,1.883,1.966,40.395,0,0,0,0,0,0,0.073,0.077,50.343,2.22,2.318,83.411,,,
2021,REU,4.176,4.323,0,0,0,0,1.883,1.949,42.278,0,0,0,0,0,0,0.073,0.076,50.417,2.22,2.298,85.631,,,
2000,ROU,89.957,4.104,-1.295,2.656,0.121,196.279,28.864,1.317,1973.465,0.947,0.043,12.19,30.947,1.412,2360.424,-2.711,-0.124,3614.866,28.215,1.287,2216.943,1.039,0.047,12.113
2001,ROU,96.575,4.431,6.618,2.768,0.127,199.048,31.046,1.424,2004.511,0.549,0.025,12.739,29.63,1.359,2390.054,-1.576,-0.072,3613.29,32.972,1.513,2249.916,1.185,0.054,13.298
2002,ROU,99.419,4.591,2.844,2.642,0.122,201.69,32.006,1.478,2036.517,0.727,0.034,13.466,30.971,1.43,2421.025,1.063,0.049,3614.353,30.862,1.425,2280.778,1.148,0.053,14.446
2003,ROU,89.141,4.15,-10.279,2.65,0.123,204.34,34.89,1.624,2071.407,0.904,0.042,14.37,33.766,1.572,2454.792,-13.703,-0.638,3600.649,29.464,1.372,2310.241,1.171,0.054,15.617
2004,ROU,95.698,4.495,6.557,2.992,0.141,207.332,34.631,1.627,2106.038,0.893,0.042,15.263,31.965,1.501,2486.756,-6.412,-0.301,3594.238,30.38,1.427,2340.622,1.248,0.059,16.865
2005,ROU,86.685,4.11,-9.013,3.175,0.151,210.507,34.421,1.632,2140.459,1.143,0.054,16.406,30.537,1.448,2517.293,-13.557,-0.643,3580.681,29.885,1.417,2370.507,1.081,0.051,17.946
2006,ROU,82.589,3.95,-4.096,3.656,0.175,214.162,37.06,1.772,2177.52,1.441,0.069,17.847,31.406,1.502,2548.7,-20.592,-0.985,3560.089,28.384,1.357,2398.891,1.233,0.059,19.179
2007,ROU,91.252,4.399,8.664,4.054,0.195,218.216,40.941,1.974,2218.461,0.844,0.041,18.691,30.721,1.481,2579.421,-16.635,-0.802,3543.454,29.82,1.438,2428.711,1.507,0.073,20.685
2008,ROU,91.489,4.442,0.237,4.143,0.201,222.359,39.565,1.921,2258.026,0.682,0.033,19.373,31.131,1.511,2610.551,-14.363,-0.697,3529.092,28.95,1.405,2457.66,1.382,0.067,22.067
2009,ROU,107.338,5.245,15.849,3.093,0.151,225.452,31.592,1.544,2289.618,0.467,0.023,19.84,25.237,1.233,2635.789,20.335,0.994,3549.427,25.596,1.251,2483.256,1.017,0.05,23.085
2010,ROU,81.958,4.03,-25.38,2.778,0.137,228.23,28.528,1.403,2318.146,0.543,0.027,20.382,27.504,1.353,2663.292,-2.675,-0.132,3546.752,24.193,1.19,2507.448,1.088,0.054,24.173
2011,ROU,81.019,4.007,-0.939,3.089,0.153,231.319,33.286,1.646,2351.432,0.645,0.032,21.027,28.387,1.404,2691.679,-10.736,-0.531,3536.016,25.239,1.248,2532.688,1.109,0.055,25.282
2012,ROU,87.198,4.33,6.179,3.15,0.156,234.469,30.68,1.524,2382.112,0.845,0.042,21.872,28.173,1.399,2719.852,-3.041,-0.151,3532.975,26.344,1.308,2559.032,1.047,0.052,26.329
2013,ROU,70.576,3.517,-16.623,2.695,0.134,237.164,24.662,1.229,2406.774,0.84,0.042,22.712,25.14,1.253,2744.992,-8.354,-0.416,3524.621,24.581,1.225,2583.613,1.011,0.05,27.34
2014,ROU,70.942,3.548,0.367,2.944,0.147,240.107,24.429,1.222,2431.203,0.548,0.027,23.26,24.069,1.204,2769.062,-7.511,-0.376,3517.11,25.222,1.261,2608.835,1.242,0.062,28.582
2015,ROU,64,3.215,-6.942,3.337,0.168,243.445,24.682,1.24,2455.885,0.784,0.039,24.044,23.468,1.179,2792.53,-13.996,-0.703,3503.114,24.569,1.234,2633.404,1.155,0.058,29.737
2016,ROU,61.183,3.09,-2.817,3.181,0.161,246.626,21.991,1.111,2477.875,0.835,0.042,24.879,23.366,1.18,2815.896,-15.828,-0.8,3487.285,26.423,1.335,2659.827,1.216,0.061,30.953
2017,ROU,63.152,3.206,1.969,3.31,0.168,249.936,21.839,1.109,2499.715,0.776,0.039,25.654,24.392,1.238,2840.288,-16.891,-0.857,3470.394,28.42,1.443,2688.247,1.305,0.066,32.259
2018,ROU,63.332,3.23,0.18,3.505,0.179,253.441,20.695,1.055,2520.409,0.861,0.044,26.515,25.412,1.296,2865.7,-17.184,-0.876,3453.21,28.73,1.465,2716.977,1.314,0.067,33.573
2019,ROU,59.37,3.041,-3.962,3.828,0.196,257.269,18.309,0.938,2538.719,0.862,0.044,27.377,23.158,1.186,2888.858,-17.66,-0.905,3435.55,29.698,1.521,2746.675,1.176,0.06,34.749
2020,ROU,56.038,2.882,-3.332,3.901,0.201,261.17,14.234,0.732,2552.953,0.794,0.041,28.17,25.118,1.292,2913.976,-18.1,-0.931,3417.449,29.22,1.503,2775.896,0.87,0.045,35.619
2021,ROU,60.824,3.147,4.786,3.901,0.202,265.071,16.451,0.851,2569.404,0.794,0.041,28.964,25.51,1.32,2939.486,-18.503,-0.957,3398.946,31.801,1.645,2807.696,0.87,0.045,36.489
2000,RUS,1455.028,9.909,-26.475,15.113,0.103,1193.865,426.448,2.904,36900.844,23.764,0.162,562.879,681.432,4.64,18868.297,-23.156,-0.158,96027.688,317.318,2.161,25764.773,14.11,0.096,231.874
2001,RUS,1480.455,10.124,25.427,15.863,0.108,1209.727,444.961,3.043,37345.805,24.348,0.167,587.227,693.013,4.739,19561.311,-34.258,-0.234,95993.43,323.091,2.209,26087.863,13.438,0.092,245.312
2002,RUS,1453.308,9.982,-27.147,17.116,0.118,1226.843,423.511,2.909,37769.312,34.816,0.239,622.043,702.372,4.824,20263.682,-52.212,-0.359,95941.211,314.441,2.16,26402.305,13.264,0.091,258.576
2003,RUS,1493.45,10.303,40.142,18.666,0.129,1245.51,425.152,2.933,38194.465,34.543,0.238,656.586,734.919,5.07,20998.604,-41.843,-0.289,95899.375,308.254,2.127,26710.559,13.759,0.095,272.335
2004,RUS,1502.696,10.41,9.245,20.915,0.145,1266.425,415.37,2.877,38609.84,39.638,0.275,696.224,742.806,5.146,21741.408,-39.058,-0.271,95860.32,308.72,2.139,27019.277,14.305,0.099,286.64
2005,RUS,1537.319,10.691,34.623,22.256,0.155,1288.681,416.423,2.896,39026.258,41.53,0.289,737.754,745.183,5.182,22486.592,-21.764,-0.151,95838.555,319.02,2.218,27338.297,14.671,0.102,301.31
2006,RUS,1599.01,11.155,61.692,24.545,0.171,1313.226,435.96,3.041,39462.219,42.157,0.294,779.911,765.526,5.341,23252.117,-19.236,-0.134,95819.32,334.1,2.331,27672.398,15.959,0.111,317.269
2007,RUS,1637.199,11.44,38.189,27.645,0.193,1340.87,420.965,2.941,39883.188,50.868,0.355,830.779,777.797,5.435,24029.916,18.613,0.13,95837.93,324.906,2.27,27997.305,16.405,0.115,333.674
2008,RUS,1657.008,11.58,19.809,23.625,0.165,1364.496,449.909,3.144,40333.094,36.625,0.256,867.403,778.187,5.439,24808.102,10.039,0.07,95847.961,342.161,2.391,28339.467,16.462,0.115,350.136
2009,RUS,1655.931,11.567,-1.078,19.746,0.138,1384.242,416.978,2.913,40750.07,38.288,0.267,905.691,730.872,5.105,25538.973,116.625,0.815,95964.594,321.193,2.244,28660.658,12.229,0.085,362.365
2010,RUS,1780.955,12.433,125.024,22.723,0.159,1406.965,416.737,2.909,41166.809,47.87,0.334,953.562,792.563,5.533,26331.537,154.767,1.08,96119.359,331.844,2.317,28992.504,14.45,0.101,376.815
2011,RUS,1764.686,12.309,-16.269,25.129,0.175,1432.093,427.838,2.984,41594.645,51.561,0.36,1005.123,815.661,5.689,27147.199,85.408,0.596,96204.766,344.117,2.4,29336.621,14.972,0.104,391.787
2012,RUS,1834.908,12.775,70.221,26.332,0.183,1458.425,442.75,3.083,42037.395,52.928,0.369,1058.051,804.976,5.605,27952.174,140.331,0.977,96345.094,351.771,2.449,29688.393,15.82,0.11,407.607
2013,RUS,1772.315,12.311,-62.593,27.281,0.19,1485.707,405.263,2.815,42442.656,48.828,0.339,1106.878,780.454,5.421,28732.627,139.598,0.97,96484.695,354.646,2.464,30043.037,16.245,0.113,423.852
2014,RUS,1714.139,11.88,-58.176,26.453,0.183,1512.16,394.095,2.731,42836.754,38.466,0.267,1145.344,772.753,5.356,29505.381,82.477,0.572,96567.172,383.205,2.656,30426.242,16.69,0.116,440.542
2015,RUS,1840.247,12.72,126.108,23.171,0.16,1535.331,414.059,2.862,43250.816,33.023,0.228,1178.367,736.698,5.092,30242.078,210.533,1.455,96777.711,405.865,2.805,30832.107,16.897,0.117,457.439
2016,RUS,1916.594,13.208,76.347,20.432,0.141,1555.763,402.193,2.772,43653.004,36.218,0.25,1214.585,749.788,5.167,30991.865,291.838,2.011,97069.547,400.367,2.759,31232.475,15.758,0.109,473.197
2017,RUS,1981.313,13.622,64.719,20.512,0.141,1576.276,384.724,2.645,44037.73,41.926,0.288,1256.511,777.236,5.344,31769.102,327.159,2.249,97396.703,413.497,2.843,31645.971,16.259,0.112,489.456
2018,RUS,2075.17,14.247,93.858,20.091,0.138,1596.366,396.392,2.721,44434.121,49.438,0.339,1305.949,825.415,5.667,32594.518,374.717,2.573,97771.422,391.516,2.688,32037.486,17.601,0.121,507.056
2019,RUS,2095.33,14.377,20.16,20.306,0.139,1616.672,390.365,2.678,44824.484,62.655,0.43,1368.604,803.863,5.516,33398.379,402.967,2.765,98174.383,398.417,2.734,32435.904,16.757,0.115,523.814
2020,RUS,2053.972,14.105,-41.358,20.581,0.141,1637.253,366.759,2.519,45191.246,58.922,0.405,1427.526,780.781,5.362,34179.16,429.751,2.951,98604.141,380.833,2.615,32816.738,16.345,0.112,540.159
2021,RUS,2193.249,15.115,139.277,21.921,0.151,1659.174,380.227,2.62,45571.473,58.922,0.406,1486.447,875.052,6.031,35054.215,437.701,3.016,99041.836,403.08,2.778,33219.816,16.345,0.113,556.505
2000,RWA,9.162,1.13,2.614,0.028,0.003,0.311,0,0,0.012,0,0,0.022,0.004,0,0.026,8.647,1.066,633.542,0.484,0.06,13.674,,,
2001,RWA,9.792,1.191,0.63,0.035,0.004,0.347,0,0,0.012,0,0,0.022,0,0,0.026,9.27,1.127,642.812,0.487,0.059,14.161,,,
2002,RWA,7.041,0.841,-2.752,0.039,0.005,0.386,0,0,0.012,0,0,0.022,0,0,0.026,6.522,0.779,649.334,0.48,0.057,14.641,,,
2003,RWA,6.591,0.769,-0.449,0.04,0.005,0.426,0,0,0.012,0,0,0.022,0,0,0.026,6.082,0.71,655.416,0.469,0.055,15.11,,,
2004,RWA,4.913,0.559,-1.679,0.039,0.004,0.465,0,0,0.012,0,0,0.022,0,0,0.026,4.397,0.5,659.813,0.476,0.054,15.587,,,
2005,RWA,4.691,0.52,-0.221,0.038,0.004,0.503,0,0,0.012,0,0,0.022,0,0,0.026,4.177,0.463,663.99,0.476,0.053,16.063,,,
2006,RWA,4.801,0.518,0.11,0.038,0.004,0.541,0,0,0.012,0,0,0.022,0,0,0.026,4.287,0.462,668.277,0.476,0.051,16.539,,,
2007,RWA,4.902,0.515,0.101,0.037,0.004,0.578,0,0,0.012,0,0,0.022,0,0,0.026,4.36,0.458,672.637,0.505,0.053,17.045,,,
2008,RWA,4.228,0.432,-0.674,0.037,0.004,0.615,0,0,0.012,0,0,0.022,0,0,0.026,3.701,0.378,676.338,0.491,0.05,17.536,,,
2009,RWA,4.186,0.417,-0.043,0.031,0.003,0.646,0,0,0.012,0,0,0.022,0,0,0.026,3.627,0.361,679.965,0.527,0.053,18.063,,,
2010,RWA,4.531,0.439,0.345,0.031,0.003,0.677,0,0,0.012,0,0,0.022,0,0,0.026,3.957,0.384,683.922,0.542,0.053,18.605,,,
2011,RWA,5.19,0.491,0.66,0.031,0.003,0.708,0,0,0.012,0,0,0.022,0.004,0,0.029,4.543,0.43,688.466,0.612,0.058,19.217,,,
2012,RWA,5.152,0.475,-0.038,0.03,0.003,0.738,0,0,0.012,0,0,0.022,0.004,0,0.033,4.433,0.409,692.899,0.685,0.063,19.902,,,
2013,RWA,3.75,0.338,-1.402,0.031,0.003,0.77,0,0,0.012,0,0,0.022,0.004,0,0.037,2.968,0.267,695.867,0.747,0.067,20.649,,,
2014,RWA,3.575,0.314,-0.175,0.036,0.003,0.805,0,0,0.012,0,0,0.022,0.007,0.001,0.044,2.748,0.242,698.615,0.784,0.069,21.433,,,
2015,RWA,3.425,0.294,-0.15,0.065,0.006,0.871,0,0,0.012,0,0,0.022,0.048,0.004,0.092,2.455,0.211,701.07,0.857,0.074,22.29,,,
2016,RWA,3.341,0.28,-0.084,0.127,0.011,0.998,0.007,0.001,0.019,0,0,0.022,0.084,0.007,0.176,2.272,0.19,703.341,0.85,0.071,23.14,,,
2017,RWA,3.403,0.278,0.062,0.142,0.012,1.14,0.007,0.001,0.026,0,0,0.022,0.084,0.007,0.26,2.235,0.183,705.576,0.934,0.076,24.074,,,
2018,RWA,3.406,0.272,0.004,0.145,0.012,1.285,0.015,0.001,0.041,0,0,0.022,0.095,0.008,0.356,2.125,0.17,707.702,1.026,0.082,25.1,,,
2019,RWA,3.864,0.301,0.458,0.164,0.013,1.449,0.018,0.001,0.059,0,0,0.022,0.092,0.007,0.447,2.052,0.16,709.753,1.538,0.12,26.639,,,
2020,RWA,3.64,0.277,-0.223,0.164,0.012,1.613,0.018,0.001,0.077,0,0,0.022,0.088,0.007,0.535,1.979,0.151,711.732,1.392,0.106,28.031,,,
2021,RWA,3.696,0.275,0.056,0.164,0.012,1.776,0.019,0.001,0.096,0,0,0.022,0.102,0.008,0.637,1.942,0.144,713.674,1.47,0.109,29.501,,,
2000,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,1.817,0.158,,,
2001,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,1.841,0.169,,,
2002,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,1.871,0.18,,,
2003,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,1.905,0.191,,,
2004,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,1.941,0.202,,,
2005,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,1.978,0.213,,,
2006,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,2.018,0.224,,,
2007,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,2.059,0.234,,,
2008,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,2.081,0.245,,,
2009,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,2.072,0.256,,,
2010,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,2.059,0.267,,,
2011,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,2.044,0.278,,,
2012,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,2.032,0.289,,,
2013,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,2.018,0.3,,,
2014,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,2.006,0.311,,,
2015,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,1.991,0.322,,,
2016,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.015,2.649,0.337,,,
2017,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,1.991,0.348,,,
2018,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.011,2.001,0.359,,,
2019,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.015,2.679,0.374,,,
2020,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.013,2.297,0.386,,,
2021,SHN,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.014,2.54,0.4,,,
2000,KNA,0.099,2.175,0.011,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-1.611,0.256,0.172,3.785,1.964,,,
2001,KNA,0.066,1.433,-0.033,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,-2.389,0.147,0.176,3.822,2.14,,,
2002,KNA,0.088,1.9,0.022,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,-2.375,0.037,0.198,4.274,2.338,,,
2003,KNA,0.088,1.893,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,-2.366,-0.073,0.198,4.259,2.535,,,
2004,KNA,0.029,0.629,-0.059,0,0,0,0,0,0,0,0,0,0,0,0,-0.183,-3.931,-0.256,0.213,4.56,2.748,,,
2005,KNA,0.015,0.313,-0.015,0,0,0,0,0,0,0,0,0,0,0,0,-0.183,-3.919,-0.44,0.198,4.232,2.946,,,
2006,KNA,0.055,1.172,0.04,0,0,0,0,0,0,0,0,0,0,0,0,-0.147,-3.125,-0.586,0.202,4.297,3.147,,,
2007,KNA,0.07,1.48,0.015,0,0,0,0,0,0,0,0,0,0,0,0,-0.147,-3.116,-0.733,0.216,4.596,3.364,,,
2008,KNA,0.106,2.252,0.037,0,0,0,0,0,0,0,0,0,0,0,0,-0.11,-2.33,-0.843,0.216,4.582,3.58,,,
2009,KNA,0.15,3.175,0.044,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-1.549,-0.916,0.224,4.724,3.803,,,
2010,KNA,0.183,3.863,0.033,0,0,0,0,0,0,0,0,0,0,0,0,-0.037,-0.773,-0.953,0.22,4.635,4.023,,,
2011,KNA,0.158,3.31,-0.026,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-1.539,-1.026,0.231,4.849,4.254,,,
2012,KNA,0.147,3.069,-0.011,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-1.535,-1.099,0.22,4.604,4.474,,,
2013,KNA,0.15,3.143,0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-1.533,-1.172,0.224,4.677,4.697,,,
2014,KNA,0.158,3.295,0.007,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-1.533,-1.246,0.231,4.828,4.928,,,
2015,KNA,0.161,3.372,0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-1.533,-1.319,0.234,4.904,5.163,,,
2016,KNA,0.165,3.448,0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-1.533,-1.392,0.238,4.981,5.401,,,
2017,KNA,0.169,3.525,0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-1.533,-1.466,0.242,5.058,5.643,,,
2018,KNA,0.172,3.604,0.004,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-1.533,-1.539,0.245,5.137,5.888,,,
2019,KNA,0.18,3.761,0.007,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-1.535,-1.612,0.253,5.296,6.141,,,
2020,KNA,0.143,2.991,-0.037,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-1.537,-1.685,0.216,4.528,6.357,,,
2021,KNA,0.165,3.454,0.022,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-1.538,-1.759,0.238,4.992,6.595,,,
2000,LCA,0.165,1.034,-0.022,0,0,0,0,0,0,0,0,0,0,0,0,-0.183,-1.148,4.946,0.348,2.182,5.437,,,
2001,LCA,0.176,1.095,0.011,0,0,0,0,0,0,0,0,0,0,0,0,-0.183,-1.141,4.763,0.359,2.236,5.796,,,
2002,LCA,0.176,1.087,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.183,-1.132,4.58,0.359,2.219,6.156,,,
2003,LCA,0.158,0.966,-0.018,0,0,0,0,0,0,0,0,0,0,0,0,-0.22,-1.348,4.36,0.377,2.314,6.533,,,
2004,LCA,0.183,1.115,0.026,0,0,0,0,0,0,0,0,0,0,0,0,-0.22,-1.338,4.14,0.403,2.454,6.936,,,
2005,LCA,0.169,1.019,-0.015,0,0,0,0,0,0,0,0,0,0,0,0,-0.22,-1.329,3.92,0.388,2.348,7.324,,,
2006,LCA,0.191,1.144,0.022,0,0,0,0,0,0,0,0,0,0,0,0,-0.22,-1.321,3.701,0.41,2.465,7.735,,,
2007,LCA,0.278,1.662,0.088,0,0,0,0,0,0,0,0,0,0,0,0,-0.147,-0.875,3.554,0.425,2.537,8.16,,,
2008,LCA,0.352,2.086,0.073,0,0,0,0,0,0,0,0,0,0,0,0,-0.073,-0.435,3.481,0.425,2.521,8.585,,,
